timestamp,device_id,area,latitude,longitude,fill_level_percent,weight_kg
2020-01-02T17:00:00Z,BIN_Indiranagar_01,Indiranagar,12.9719,77.638,33.18,16.33
2020-01-02T18:00:00Z,BIN_Whitefield_01,Whitefield,12.9699,77.749,31.52,15.51
2020-01-02T19:00:00Z,BIN_Jayanagar_01,Jayanagar,12.925,77.5938,41.89,21.11
2020-01-02T20:00:00Z,BIN_ElectronicCity_01,Electronic City,12.8444,77.6601,42.75,21.63
2020-01-02T21:00:00Z,BIN_HSRLayout_01,HSR Layout,12.918,77.6229,24.84,12.9
2020-01-02T22:00:00Z,BIN_Malleswaram_01,Malleswaram,13.0067,77.5709,27.64,13.66
2020-01-02T23:00:00Z,BIN_Basavanagudi_01,Basavanagudi,12.9485,77.574,33.77,16.15
2020-01-03T00:00:00Z,BIN_SarjapurRoad_01,Sarjapur Road,12.9141,77.7198,36.4,18.33
2020-01-03T01:00:00Z,BIN_Rajajinagar_01,Rajajinagar,13.001,77.548,40.73,20.25
2020-01-03T02:00:00Z,BIN_Marathahalli_01,Marathahalli,12.9591,77.6979,16.67,8.12
2020-01-03T03:00:00Z,BIN_Bellandur_01,Bellandur,12.9352,77.6784,25.09,12.14
2020-01-03T04:00:00Z,BIN_Banashankari_01,Banashankari,12.9172,77.5636,30.83,15.62
2020-01-03T05:00:00Z,BIN_Sadashivanagar_01,Sadashivanagar,13.0046,77.5739,42.17,21.17
2020-01-03T06:00:00Z,BIN_Hebbal_01,Hebbal,13.0358,77.597,42.49,21.21
2020-01-03T07:00:00Z,BIN_BTMLayout_01,BTM Layout,12.9165,77.6101,16.16,8.07
2020-01-03T08:00:00Z,BIN_Ulsoor_01,Ulsoor,12.9775,77.6168,27.3,14.88
2020-01-03T09:00:00Z,BIN_FrazerTown_01,Frazer Town,12.9941,77.6192,31.74,16.02
2020-01-03T10:00:00Z,BIN_JPNagar_01,J.P. Nagar,12.9151,77.5745,37.41,18.12
2020-01-03T11:00:00Z,BIN_Devanahalli_01,Devanahalli,13.1986,77.709,46.14,23.45
2020-01-03T12:00:00Z,BIN_Koramangala_01,Koramangala,12.9352,77.6245,25.29,12.19
2020-01-03T13:00:00Z,BIN_Indiranagar_01,Indiranagar,12.9719,77.638,32.32,15.46
2020-01-03T14:00:00Z,BIN_Whitefield_01,Whitefield,12.9699,77.749,35.08,18.63
2020-01-03T15:00:00Z,BIN_Jayanagar_01,Jayanagar,12.925,77.5938,35.54,17.49
2020-01-03T16:00:00Z,BIN_ElectronicCity_01,Electronic City,12.8444,77.6601,44.02,21.76
2020-01-03T17:00:00Z,BIN_HSRLayout_01,HSR Layout,12.918,77.6229,19.26,9.67
2020-01-03T18:00:00Z,BIN_Malleswaram_01,Malleswaram,13.0067,77.5709,25.93,13.2
2020-01-03T19:00:00Z,BIN_Basavanagudi_01,Basavanagudi,12.9485,77.574,31.56,16.55
2020-01-03T20:00:00Z,BIN_SarjapurRoad_01,Sarjapur Road,12.9141,77.7198,37.17,18.42
2020-01-03T21:00:00Z,BIN_Rajajinagar_01,Rajajinagar,13.001,77.548,47.16,22.96
2020-01-03T22:00:00Z,BIN_Marathahalli_01,Marathahalli,12.9591,77.6979,25.6,13.45
2020-01-03T23:00:00Z,BIN_Bellandur_01,Bellandur,12.9352,77.6784,25.29,12.74
2020-01-04T00:00:00Z,BIN_Banashankari_01,Banashankari,12.9172,77.5636,31.47,16.12
2020-01-04T01:00:00Z,BIN_Sadashivanagar_01,Sadashivanagar,13.0046,77.5739,32.18,15.43
2020-01-04T02:00:00Z,BIN_Hebbal_01,Hebbal,13.0358,77.597,42.65,21.48
2020-01-04T03:00:00Z,BIN_BTMLayout_01,BTM Layout,12.9165,77.6101,22.04,11.19
2020-01-04T04:00:00Z,BIN_Ulsoor_01,Ulsoor,12.9775,77.6168,24.45,12.34
2020-01-04T05:00:00Z,BIN_FrazerTown_01,Frazer Town,12.9941,77.6192,32.57,15.93
2020-01-04T06:00:00Z,BIN_JPNagar_01,J.P. Nagar,12.9151,77.5745,42.49,21.48
2020-01-04T07:00:00Z,BIN_Devanahalli_01,Devanahalli,13.1986,77.709,38.51,19.59
2020-01-04T08:00:00Z,BIN_Koramangala_01,Koramangala,12.9352,77.6245,19.36,10.08
2020-01-04T09:00:00Z,BIN_Indiranagar_01,Indiranagar,12.9719,77.638,30.96,15.07
2020-01-04T10:00:00Z,BIN_Whitefield_01,Whitefield,12.9699,77.749,35.58,18.0
2020-01-04T11:00:00Z,BIN_Jayanagar_01,Jayanagar,12.925,77.5938,40.35,21.13
2020-01-04T12:00:00Z,BIN_ElectronicCity_01,Electronic City,12.8444,77.6601,42.35,20.8
2020-01-04T13:00:00Z,BIN_HSRLayout_01,HSR Layout,12.918,77.6229,20.62,9.9
2020-01-04T14:00:00Z,BIN_Malleswaram_01,Malleswaram,13.0067,77.5709,28.26,14.3
2020-01-04T15:00:00Z,BIN_Basavanagudi_01,Basavanagudi,12.9485,77.574,34.52,17.67
2020-01-04T16:00:00Z,BIN_SarjapurRoad_01,Sarjapur Road,12.9141,77.7198,38.93,20.19
2020-01-04T17:00:00Z,BIN_Rajajinagar_01,Rajajinagar,13.001,77.548,43.29,23.01
2020-01-04T18:00:00Z,BIN_Marathahalli_01,Marathahalli,12.9591,77.6979,26.17,12.65
2020-01-04T19:00:00Z,BIN_Bellandur_01,Bellandur,12.9352,77.6784,26.28,13.38
2020-01-04T20:00:00Z,BIN_Banashankari_01,Banashankari,12.9172,77.5636,34.02,17.37
2020-01-04T21:00:00Z,BIN_Sadashivanagar_01,Sadashivanagar,13.0046,77.5739,41.31,20.62
2020-01-04T22:00:00Z,BIN_Hebbal_01,Hebbal,13.0358,77.597,42.55,20.52
2020-01-04T23:00:00Z,BIN_BTMLayout_01,BTM Layout,12.9165,77.6101,23.95,12.4
2020-01-05T00:00:00Z,BIN_Ulsoor_01,Ulsoor,12.9775,77.6168,26.5,12.63
2020-01-05T01:00:00Z,BIN_FrazerTown_01,Frazer Town,12.9941,77.6192,31.58,15.98
2020-01-05T02:00:00Z,BIN_JPNagar_01,J.P. Nagar,12.9151,77.5745,33.61,16.88
2020-01-05T03:00:00Z,BIN_Devanahalli_01,Devanahalli,13.1986,77.709,41.63,20.25
2020-01-05T04:00:00Z,BIN_Koramangala_01,Koramangala,12.9352,77.6245,22.73,11.65
2020-01-05T05:00:00Z,BIN_Indiranagar_01,Indiranagar,12.9719,77.638,30.11,15.58
2020-01-05T06:00:00Z,BIN_Whitefield_01,Whitefield,12.9699,77.749,27.93,13.49
2020-01-05T07:00:00Z,BIN_Jayanagar_01,Jayanagar,12.925,77.5938,38.8,19.66
2020-01-05T08:00:00Z,BIN_ElectronicCity_01,Electronic City,12.8444,77.6601,44.0,23.93
2020-01-05T09:00:00Z,BIN_HSRLayout_01,HSR Layout,12.918,77.6229,24.37,12.75
2020-01-05T10:00:00Z,BIN_Malleswaram_01,Malleswaram,13.0067,77.5709,30.72,15.69
2020-01-05T11:00:00Z,BIN_Basavanagudi_01,Basavanagudi,12.9485,77.574,32.11,16.44
2020-01-05T12:00:00Z,BIN_SarjapurRoad_01,Sarjapur Road,12.9141,77.7198,35.94,17.85
2020-01-05T13:00:00Z,BIN_Rajajinagar_01,Rajajinagar,13.001,77.548,42.0,21.04
2020-01-05T14:00:00Z,BIN_Marathahalli_01,Marathahalli,12.9591,77.6979,30.6,14.37
2020-01-05T15:00:00Z,BIN_Bellandur_01,Bellandur,12.9352,77.6784,30.92,14.65
2020-01-05T16:00:00Z,BIN_Banashankari_01,Banashankari,12.9172,77.5636,32.64,16.87
2020-01-05T17:00:00Z,BIN_Sadashivanagar_01,Sadashivanagar,13.0046,77.5739,39.45,19.19
2020-01-05T18:00:00Z,BIN_Hebbal_01,Hebbal,13.0358,77.597,42.31,21.5
2020-01-05T19:00:00Z,BIN_BTMLayout_01,BTM Layout,12.9165,77.6101,22.47,11.34
2020-01-05T20:00:00Z,BIN_Ulsoor_01,Ulsoor,12.9775,77.6168,30.0,14.67
2020-01-05T21:00:00Z,BIN_FrazerTown_01,Frazer Town,12.9941,77.6192,41.49,21.06
2020-01-05T22:00:00Z,BIN_JPNagar_01,J.P. Nagar,12.9151,77.5745,34.18,17.19
2020-01-05T23:00:00Z,BIN_Devanahalli_01,Devanahalli,13.1986,77.709,43.47,22.16
2020-01-06T00:00:00Z,BIN_Koramangala_01,Koramangala,12.9352,77.6245,18.65,9.27
2020-01-06T01:00:00Z,BIN_Indiranagar_01,Indiranagar,12.9719,77.638,27.75,14.31
2020-01-06T02:00:00Z,BIN_Whitefield_01,Whitefield,12.9699,77.749,27.83,13.75
2020-01-06T03:00:00Z,BIN_Jayanagar_01,Jayanagar,12.925,77.5938,35.21,17.28
2020-01-06T04:00:00Z,BIN_ElectronicCity_01,Electronic City,12.8444,77.6601,47.13,23.77
2020-01-06T05:00:00Z,BIN_HSRLayout_01,HSR Layout,12.918,77.6229,18.25,9.58
2020-01-06T06:00:00Z,BIN_Malleswaram_01,Malleswaram,13.0067,77.5709,33.6,17.31
2020-01-06T07:00:00Z,BIN_Basavanagudi_01,Basavanagudi,12.9485,77.574,27.87,13.69
2020-01-06T08:00:00Z,BIN_SarjapurRoad_01,Sarjapur Road,12.9141,77.7198,41.43,20.36
2020-01-06T09:00:00Z,BIN_Rajajinagar_01,Rajajinagar,13.001,77.548,44.16,22.47
2020-01-06T10:00:00Z,BIN_Marathahalli_01,Marathahalli,12.9591,77.6979,20.25,10.1
2020-01-06T11:00:00Z,BIN_Bellandur_01,Bellandur,12.9352,77.6784,18.51,8.74
2020-01-06T12:00:00Z,BIN_Banashankari_01,Banashankari,12.9172,77.5636,32.67,15.71
2020-01-06T13:00:00Z,BIN_Sadashivanagar_01,Sadashivanagar,13.0046,77.5739,43.53,21.05
2020-01-06T14:00:00Z,BIN_Hebbal_01,Hebbal,13.0358,77.597,42.51,21.32
2020-01-06T15:00:00Z,BIN_BTMLayout_01,BTM Layout,12.9165,77.6101,28.35,13.46
2020-01-06T16:00:00Z,BIN_Ulsoor_01,Ulsoor,12.9775,77.6168,32.72,16.37
2020-01-06T17:00:00Z,BIN_FrazerTown_01,Frazer Town,12.9941,77.6192,31.49,15.97
2020-01-06T18:00:00Z,BIN_JPNagar_01,J.P. Nagar,12.9151,77.5745,40.23,19.81
2020-01-06T19:00:00Z,BIN_Devanahalli_01,Devanahalli,13.1986,77.709,45.04,22.33
2020-01-06T20:00:00Z,BIN_Koramangala_01,Koramangala,12.9352,77.6245,25.37,13.02
2020-01-06T21:00:00Z,BIN_Indiranagar_01,Indiranagar,12.9719,77.638,34.99,16.88
2020-01-06T22:00:00Z,BIN_Whitefield_01,Whitefield,12.9699,77.749,41.83,19.94
2020-01-06T23:00:00Z,BIN_Jayanagar_01,Jayanagar,12.925,77.5938,40.18,20.38
2020-01-07T00:00:00Z,BIN_ElectronicCity_01,Electronic City,12.8444,77.6601,42.05,20.71
2020-01-07T01:00:00Z,BIN_HSRLayout_01,HSR Layout,12.918,77.6229,20.78,10.14
2020-01-07T02:00:00Z,BIN_Malleswaram_01,Malleswaram,13.0067,77.5709,24.83,12.84
2020-01-07T03:00:00Z,BIN_Basavanagudi_01,Basavanagudi,12.9485,77.574,32.87,16.09
2020-01-07T04:00:00Z,BIN_SarjapurRoad_01,Sarjapur Road,12.9141,77.7198,39.7,20.0
2020-01-07T05:00:00Z,BIN_Rajajinagar_01,Rajajinagar,13.001,77.548,44.64,22.64
2020-01-07T06:00:00Z,BIN_Marathahalli_01,Marathahalli,12.9591,77.6979,19.92,9.68
2020-01-07T07:00:00Z,BIN_Bellandur_01,Bellandur,12.9352,77.6784,29.84,15.23
2020-01-07T08:00:00Z,BIN_Banashankari_01,Banashankari,12.9172,77.5636,32.74,16.43
2020-01-07T09:00:00Z,BIN_Sadashivanagar_01,Sadashivanagar,13.0046,77.5739,41.84,20.62
2020-01-07T10:00:00Z,BIN_Hebbal_01,Hebbal,13.0358,77.597,44.84,22.32
2020-01-07T11:00:00Z,BIN_BTMLayout_01,BTM Layout,12.9165,77.6101,22.75,11.92
2020-01-07T12:00:00Z,BIN_Ulsoor_01,Ulsoor,12.9775,77.6168,31.08,15.95
2020-01-07T13:00:00Z,BIN_FrazerTown_01,Frazer Town,12.9941,77.6192,37.72,18.87
2020-01-07T14:00:00Z,BIN_JPNagar_01,J.P. Nagar,12.9151,77.5745,41.05,20.37
2020-01-07T15:00:00Z,BIN_Devanahalli_01,Devanahalli,13.1986,77.709,45.17,22.52
2020-01-07T16:00:00Z,BIN_Koramangala_01,Koramangala,12.9352,77.6245,24.69,12.64
2020-01-07T17:00:00Z,BIN_Indiranagar_01,Indiranagar,12.9719,77.638,27.15,14.62
2020-01-07T18:00:00Z,BIN_Whitefield_01,Whitefield,12.9699,77.749,31.78,15.28
2020-01-07T19:00:00Z,BIN_Jayanagar_01,Jayanagar,12.925,77.5938,43.48,22.13
2020-01-07T20:00:00Z,BIN_ElectronicCity_01,Electronic City,12.8444,77.6601,47.07,23.85
2020-01-07T21:00:00Z,BIN_HSRLayout_01,HSR Layout,12.918,77.6229,25.37,12.23
2020-01-07T22:00:00Z,BIN_Malleswaram_01,Malleswaram,13.0067,77.5709,30.83,15.08
2020-01-07T23:00:00Z,BIN_Basavanagudi_01,Basavanagudi,12.9485,77.574,38.73,19.29
2020-01-08T00:00:00Z,BIN_SarjapurRoad_01,Sarjapur Road,12.9141,77.7198,33.9,16.79
2020-01-08T01:00:00Z,BIN_Rajajinagar_01,Rajajinagar,13.001,77.548,42.81,21.12
2020-01-08T02:00:00Z,BIN_Marathahalli_01,Marathahalli,12.9591,77.6979,19.31,9.77
2020-01-08T03:00:00Z,BIN_Bellandur_01,Bellandur,12.9352,77.6784,27.71,13.6
2020-01-08T04:00:00Z,BIN_Banashankari_01,Banashankari,12.9172,77.5636,30.76,15.5
2020-01-08T05:00:00Z,BIN_Sadashivanagar_01,Sadashivanagar,13.0046,77.5739,33.03,15.81
2020-01-08T06:00:00Z,BIN_Hebbal_01,Hebbal,13.0358,77.597,40.42,20.1
2020-01-08T07:00:00Z,BIN_BTMLayout_01,BTM Layout,12.9165,77.6101,23.71,12.59
2020-01-08T08:00:00Z,BIN_Ulsoor_01,Ulsoor,12.9775,77.6168,30.55,15.19
2020-01-08T09:00:00Z,BIN_FrazerTown_01,Frazer Town,12.9941,77.6192,33.12,16.06
2020-01-08T10:00:00Z,BIN_JPNagar_01,J.P. Nagar,12.9151,77.5745,38.32,19.01
2020-01-08T11:00:00Z,BIN_Devanahalli_01,Devanahalli,13.1986,77.709,44.54,21.86
2020-01-08T12:00:00Z,BIN_Koramangala_01,Koramangala,12.9352,77.6245,25.33,13.43
2020-01-08T13:00:00Z,BIN_Indiranagar_01,Indiranagar,12.9719,77.638,28.65,14.52
2020-01-08T14:00:00Z,BIN_Whitefield_01,Whitefield,12.9699,77.749,36.24,17.92
2020-01-08T15:00:00Z,BIN_Jayanagar_01,Jayanagar,12.925,77.5938,40.05,20.03
2020-01-08T16:00:00Z,BIN_ElectronicCity_01,Electronic City,12.8444,77.6601,44.87,22.05
2020-01-08T17:00:00Z,BIN_HSRLayout_01,HSR Layout,12.918,77.6229,24.85,12.67
2020-01-08T18:00:00Z,BIN_Malleswaram_01,Malleswaram,13.0067,77.5709,34.33,17.64
2020-01-08T19:00:00Z,BIN_Basavanagudi_01,Basavanagudi,12.9485,77.574,41.63,20.43
2020-01-08T20:00:00Z,BIN_SarjapurRoad_01,Sarjapur Road,12.9141,77.7198,42.99,21.59
2020-01-08T21:00:00Z,BIN_Rajajinagar_01,Rajajinagar,13.001,77.548,52.14,25.67
2020-01-08T22:00:00Z,BIN_Marathahalli_01,Marathahalli,12.9591,77.6979,23.25,11.33
2020-01-08T23:00:00Z,BIN_Bellandur_01,Bellandur,12.9352,77.6784,24.6,12.04
2020-01-09T00:00:00Z,BIN_Banashankari_01,Banashankari,12.9172,77.5636,29.27,14.71
2020-01-09T01:00:00Z,BIN_Sadashivanagar_01,Sadashivanagar,13.0046,77.5739,37.77,19.82
2020-01-09T02:00:00Z,BIN_Hebbal_01,Hebbal,13.0358,77.597,44.79,22.11
2020-01-09T03:00:00Z,BIN_BTMLayout_01,BTM Layout,12.9165,77.6101,19.45,9.97
2020-01-09T04:00:00Z,BIN_Ulsoor_01,Ulsoor,12.9775,77.6168,23.38,12.61
2020-01-09T05:00:00Z,BIN_FrazerTown_01,Frazer Town,12.9941,77.6192,36.08,17.81
2020-01-09T06:00:00Z,BIN_JPNagar_01,J.P. Nagar,12.9151,77.5745,32.6,16.98
2020-01-09T07:00:00Z,BIN_Devanahalli_01,Devanahalli,13.1986,77.709,42.6,21.92
2020-01-09T08:00:00Z,BIN_Koramangala_01,Koramangala,12.9352,77.6245,18.36,8.88
2020-01-09T09:00:00Z,BIN_Indiranagar_01,Indiranagar,12.9719,77.638,28.36,14.2
2020-01-09T10:00:00Z,BIN_Whitefield_01,Whitefield,12.9699,77.749,32.19,16.41
2020-01-09T11:00:00Z,BIN_Jayanagar_01,Jayanagar,12.925,77.5938,35.54,17.7
2020-01-09T12:00:00Z,BIN_ElectronicCity_01,Electronic City,12.8444,77.6601,44.3,22.41
2020-01-09T13:00:00Z,BIN_HSRLayout_01,HSR Layout,12.918,77.6229,26.28,12.58
2020-01-09T14:00:00Z,BIN_Malleswaram_01,Malleswaram,13.0067,77.5709,24.74,13.01
2020-01-09T15:00:00Z,BIN_Basavanagudi_01,Basavanagudi,12.9485,77.574,35.54,17.4
2020-01-09T16:00:00Z,BIN_SarjapurRoad_01,Sarjapur Road,12.9141,77.7198,44.4,22.26
2020-01-09T17:00:00Z,BIN_Rajajinagar_01,Rajajinagar,13.001,77.548,48.48,24.27
2020-01-09T18:00:00Z,BIN_Marathahalli_01,Marathahalli,12.9591,77.6979,31.33,16.54
2020-01-09T19:00:00Z,BIN_Bellandur_01,Bellandur,12.9352,77.6784,29.6,15.28
2020-01-09T20:00:00Z,BIN_Banashankari_01,Banashankari,12.9172,77.5636,37.48,19.42
2020-01-09T21:00:00Z,BIN_Sadashivanagar_01,Sadashivanagar,13.0046,77.5739,37.85,19.27
2020-01-09T22:00:00Z,BIN_Hebbal_01,Hebbal,13.0358,77.597,49.12,23.68
2020-01-09T23:00:00Z,BIN_BTMLayout_01,BTM Layout,12.9165,77.6101,22.59,10.28
2020-01-10T00:00:00Z,BIN_Ulsoor_01,Ulsoor,12.9775,77.6168,25.9,13.31
2020-01-10T01:00:00Z,BIN_FrazerTown_01,Frazer Town,12.9941,77.6192,36.42,18.25
2020-01-10T02:00:00Z,BIN_JPNagar_01,J.P. Nagar,12.9151,77.5745,42.0,20.31
2020-01-10T03:00:00Z,BIN_Devanahalli_01,Devanahalli,13.1986,77.709,37.2,18.57
2020-01-10T04:00:00Z,BIN_Koramangala_01,Koramangala,12.9352,77.6245,23.67,11.82
2020-01-10T05:00:00Z,BIN_Indiranagar_01,Indiranagar,12.9719,77.638,21.51,10.71
2020-01-10T06:00:00Z,BIN_Whitefield_01,Whitefield,12.9699,77.749,29.0,14.83
2020-01-10T07:00:00Z,BIN_Jayanagar_01,Jayanagar,12.925,77.5938,39.21,19.14
2020-01-10T08:00:00Z,BIN_ElectronicCity_01,Electronic City,12.8444,77.6601,41.77,20.36
2020-01-10T09:00:00Z,BIN_HSRLayout_01,HSR Layout,12.918,77.6229,23.32,12.14
2020-01-10T10:00:00Z,BIN_Malleswaram_01,Malleswaram,13.0067,77.5709,25.76,13.13
2020-01-10T11:00:00Z,BIN_Basavanagudi_01,Basavanagudi,12.9485,77.574,32.32,15.76
2020-01-10T12:00:00Z,BIN_SarjapurRoad_01,Sarjapur Road,12.9141,77.7198,38.79,18.88
2020-01-10T13:00:00Z,BIN_Rajajinagar_01,Rajajinagar,13.001,77.548,42.65,20.73
2020-01-10T14:00:00Z,BIN_Marathahalli_01,Marathahalli,12.9591,77.6979,30.41,15.22
2020-01-10T15:00:00Z,BIN_Bellandur_01,Bellandur,12.9352,77.6784,27.61,13.91
2020-01-10T16:00:00Z,BIN_Banashankari_01,Banashankari,12.9172,77.5636,34.58,17.18
2020-01-10T17:00:00Z,BIN_Sadashivanagar_01,Sadashivanagar,13.0046,77.5739,41.96,21.36
2020-01-10T18:00:00Z,BIN_Hebbal_01,Hebbal,13.0358,77.597,43.72,21.57
2020-01-10T19:00:00Z,BIN_BTMLayout_01,BTM Layout,12.9165,77.6101,24.69,11.19
2020-01-10T20:00:00Z,BIN_Ulsoor_01,Ulsoor,12.9775,77.6168,26.17,13.77
2020-01-10T21:00:00Z,BIN_FrazerTown_01,Frazer Town,12.9941,77.6192,40.85,20.3
2020-01-10T22:00:00Z,BIN_JPNagar_01,J.P. Nagar,12.9151,77.5745,42.84,21.58
2020-01-10T23:00:00Z,BIN_Devanahalli_01,Devanahalli,13.1986,77.709,55.55,28.33
2020-01-11T00:00:00Z,BIN_Koramangala_01,Koramangala,12.9352,77.6245,21.5,10.27
2020-01-11T01:00:00Z,BIN_Indiranagar_01,Indiranagar,12.9719,77.638,22.26,11.23
2020-01-11T02:00:00Z,BIN_Whitefield_01,Whitefield,12.9699,77.749,30.01,14.3
2020-01-11T03:00:00Z,BIN_Jayanagar_01,Jayanagar,12.925,77.5938,35.54,17.23
2020-01-11T04:00:00Z,BIN_ElectronicCity_01,Electronic City,12.8444,77.6601,47.74,24.31
2020-01-11T05:00:00Z,BIN_HSRLayout_01,HSR Layout,12.918,77.6229,22.86,12.17
2020-01-11T06:00:00Z,BIN_Malleswaram_01,Malleswaram,13.0067,77.5709,28.31,13.73
2020-01-11T07:00:00Z,BIN_Basavanagudi_01,Basavanagudi,12.9485,77.574,37.85,19.2
2020-01-11T08:00:00Z,BIN_SarjapurRoad_01,Sarjapur Road,12.9141,77.7198,35.37,17.59
2020-01-11T09:00:00Z,BIN_Rajajinagar_01,Rajajinagar,13.001,77.548,41.06,19.84
2020-01-11T10:00:00Z,BIN_Marathahalli_01,Marathahalli,12.9591,77.6979,26.66,14.29
2020-01-11T11:00:00Z,BIN_Bellandur_01,Bellandur,12.9352,77.6784,24.89,12.72
2020-01-11T12:00:00Z,BIN_Banashankari_01,Banashankari,12.9172,77.5636,32.33,15.92
2020-01-11T13:00:00Z,BIN_Sadashivanagar_01,Sadashivanagar,13.0046,77.5739,37.71,18.42
2020-01-11T14:00:00Z,BIN_Hebbal_01,Hebbal,13.0358,77.597,44.83,22.0
2020-01-11T15:00:00Z,BIN_BTMLayout_01,BTM Layout,12.9165,77.6101,25.69,12.82
2020-01-11T16:00:00Z,BIN_Ulsoor_01,Ulsoor,12.9775,77.6168,29.37,14.23
2020-01-11T17:00:00Z,BIN_FrazerTown_01,Frazer Town,12.9941,77.6192,33.55,17.15
2020-01-11T18:00:00Z,BIN_JPNagar_01,J.P. Nagar,12.9151,77.5745,41.99,20.5
2020-01-11T19:00:00Z,BIN_Devanahalli_01,Devanahalli,13.1986,77.709,45.98,23.37
2020-01-11T20:00:00Z,BIN_Koramangala_01,Koramangala,12.9352,77.6245,20.87,10.71
2020-01-11T21:00:00Z,BIN_Indiranagar_01,Indiranagar,12.9719,77.638,29.09,14.83
2020-01-11T22:00:00Z,BIN_Whitefield_01,Whitefield,12.9699,77.749,33.99,16.09
2020-01-11T23:00:00Z,BIN_Jayanagar_01,Jayanagar,12.925,77.5938,36.6,18.32
