timestamp,node_id,area,lat,lon,fill_level_pct,temperature_c,battery_v,sensor_status
2025-11-23T17:27:15.544985+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,36.93,28.51,4.08,OK
2025-11-23T17:27:15.709214+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,4.44,27.6,3.28,OK
2025-11-23T17:27:15.874907+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,34.56,25.55,3.21,OK
2025-11-23T17:27:26.052733+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,23.26,31.02,3.88,OK
2025-11-23T17:27:26.215396+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,35.89,29.99,3.93,OK
2025-11-23T17:27:26.378278+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,31.2,34.42,3.28,OK
2025-11-23T17:27:26.539853+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,28.87,31.1,4.02,OK
2025-11-23T17:27:26.709665+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,6.48,27.42,4.12,OK
2025-11-23T17:27:26.909889+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,37.93,32.89,3.91,OK
2025-11-23T17:27:27.088675+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,6.08,20.95,3.72,OK
2025-11-23T17:27:27.281530+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,35.98,31.25,3.51,OK
2025-11-23T17:27:37.745696+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,25.11,25.69,3.55,OK
2025-11-23T17:27:37.905476+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,36.05,25.38,4.06,OK
2025-11-23T17:27:38.065904+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,33.35,21.55,3.84,OK
2025-11-23T17:27:38.226360+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,30.74,28.26,3.25,OK
2025-11-23T17:27:38.387208+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,9.55,21.55,3.41,OK
2025-11-23T17:27:38.547997+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,38.67,27.69,3.88,OK
2025-11-23T17:27:38.708740+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,6.65,34.87,4.14,OK
2025-11-23T17:27:38.871775+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,37.87,31.44,3.59,OK
2025-11-23T17:27:49.046223+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,25.99,34.58,3.51,OK
2025-11-23T17:27:49.206428+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,35.69,22.31,3.4,OK
2025-11-23T17:27:49.371113+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,33.59,23.58,3.75,OK
2025-11-23T17:27:49.536440+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,32.59,22.48,4.09,OK
2025-11-23T17:27:49.700231+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,11.47,29.11,3.36,OK
2025-11-23T17:27:49.862984+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,39.38,27.37,3.57,OK
2025-11-23T17:27:50.041149+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,7.53,21.3,3.8,OK
2025-11-23T17:27:50.220378+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,38.4,24.07,3.37,OK
2025-11-23T17:28:00.382425+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,27.96,34.5,3.24,OK
2025-11-23T17:28:00.545881+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,35.09,28.7,3.86,OK
2025-11-23T17:28:00.719782+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,34.93,23.25,4.07,OK
2025-11-23T17:28:00.884779+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,33.53,24.11,3.58,OK
2025-11-23T17:28:01.048557+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,11.95,25.81,3.55,OK
2025-11-23T17:28:01.211916+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,41.13,24.03,4.04,OK
2025-11-23T17:28:01.373840+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,9.49,25.49,4.19,OK
2025-11-23T17:28:01.533697+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,39.35,23.82,3.76,OK
2025-11-23T17:28:11.700713+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,30.76,27.27,4.16,OK
2025-11-23T17:28:11.874278+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,34.48,26.75,4.14,OK
2025-11-23T17:28:12.064419+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,35.99,27.04,3.79,OK
2025-11-23T17:28:12.272030+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,7.92,29.22,3.21,OK
2025-11-23T17:28:12.438615+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,13.65,29.58,4.03,OK
2025-11-23T17:28:12.823632+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,7.69,26.9,3.8,OK
2025-11-23T17:28:13.052437+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,10.69,26.88,3.86,OK
2025-11-23T17:28:13.236693+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,41.24,30.03,3.8,OK
2025-11-23T17:28:23.403032+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,31.7,32.35,4.01,OK
2025-11-23T17:28:23.562769+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,34.66,22.85,3.72,OK
2025-11-23T17:28:23.724915+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,37.46,21.42,3.65,OK
2025-11-23T17:28:23.886699+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,10.42,21.39,3.63,OK
2025-11-23T17:28:24.051935+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,16.16,29.95,3.89,OK
2025-11-23T17:28:24.216676+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,7.9,26.49,3.28,OK
2025-11-23T17:28:24.382895+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,12.04,27.08,3.32,OK
2025-11-23T17:28:24.563294+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,43.26,26.78,3.96,OK
2025-11-23T17:28:34.744305+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,34.16,20.63,4.13,OK
2025-11-23T17:28:34.905408+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,34.55,23.38,3.54,OK
2025-11-23T17:28:35.075484+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,39.64,32.58,4.08,OK
2025-11-23T17:28:35.236282+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,12.2,20.83,3.42,OK
2025-11-23T17:28:35.398187+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,16.82,23.04,3.84,OK
2025-11-23T17:28:35.561119+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,9.04,25.25,3.98,OK
2025-11-23T17:28:35.721012+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,14.21,34.64,3.96,OK
2025-11-23T17:28:35.884651+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,44.17,24.79,3.38,OK
2025-11-23T17:28:46.048598+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,36.45,33.97,3.82,OK
2025-11-23T17:28:46.234328+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,34.01,33.92,3.74,OK
2025-11-23T17:28:46.396338+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,41.6,30.77,3.91,OK
2025-11-23T17:28:46.561062+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,14.32,29.66,4.17,OK
2025-11-23T17:28:46.736268+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,18.37,34.43,3.73,OK
2025-11-23T17:28:46.903015+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,9.94,25.19,3.33,OK
2025-11-23T17:28:47.069730+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,15.09,23.82,3.96,OK
2025-11-23T17:28:47.231562+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,45.75,25.51,3.86,OK
2025-11-23T17:28:57.395986+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,39.02,20.74,4.18,OK
2025-11-23T17:28:57.583737+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,34.04,32.29,4.09,OK
2025-11-23T17:28:57.782569+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,42.59,23.81,4.16,OK
2025-11-23T17:28:57.943792+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,16.14,26.73,3.45,OK
2025-11-23T17:28:58.386888+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,19.92,25.6,3.41,OK
2025-11-23T17:28:58.550131+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,11.99,24.63,3.98,OK
2025-11-23T17:28:58.714520+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,16.91,22.8,4.17,OK
2025-11-23T17:28:58.898368+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,46.44,29.39,3.81,OK
2025-11-23T17:29:09.063921+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,39.98,25.94,3.31,OK
2025-11-23T17:29:09.224961+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,33.91,30.43,4.08,OK
2025-11-23T17:29:09.387022+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,44.54,34.92,4.09,OK
2025-11-23T17:29:09.550665+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,18.42,34.62,3.36,OK
2025-11-23T17:29:09.716097+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,20.75,24.54,3.37,OK
2025-11-23T17:29:09.889468+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,12.82,25.76,3.53,OK
2025-11-23T17:29:10.095514+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,19.58,22.09,3.53,OK
2025-11-23T17:29:10.276376+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,47.6,25.59,4.12,OK
2025-11-23T17:29:20.481609+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,42.13,23.79,4.06,OK
2025-11-23T17:29:20.658978+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,34.43,24.38,3.78,OK
2025-11-23T17:29:20.821529+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,44.95,34.51,3.42,OK
2025-11-23T17:29:20.984293+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,20.51,32.29,3.47,OK
2025-11-23T17:29:21.158909+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,21.46,20.6,3.46,OK
2025-11-23T17:29:21.332742+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,13.88,25.35,4.09,OK
2025-11-23T17:29:21.494441+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,22.15,31.05,3.65,OK
2025-11-23T17:29:21.656280+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,48.94,20.97,3.6,OK
2025-11-23T17:29:31.823047+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,44.19,32.9,3.81,OK
2025-11-23T17:29:31.986544+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,33.92,34.82,3.27,OK
2025-11-23T17:29:32.148781+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,46.57,28.9,4.18,OK
2025-11-23T17:29:32.310422+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,22.07,28.61,3.99,OK
2025-11-23T17:29:32.474932+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,22.8,33.37,3.74,OK
2025-11-23T17:29:32.637516+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,15.69,34.59,4.07,OK
2025-11-23T17:29:32.799583+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,22.66,29.52,4.03,OK
2025-11-23T17:29:32.983230+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,50.46,32.55,4.14,OK
2025-11-23T17:29:43.146679+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,45.78,25.24,3.43,OK
2025-11-23T17:29:43.333144+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,33.77,25.69,4.1,OK
2025-11-23T17:29:43.500362+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,48.65,21.38,3.48,OK
2025-11-23T17:29:43.923625+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,23.44,34.12,3.31,OK
2025-11-23T17:29:44.083874+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,23.16,31.88,4.12,OK
2025-11-23T17:29:44.249148+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,17.8,25.8,3.5,OK
2025-11-23T17:29:44.410365+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,23.83,30.11,3.99,OK
2025-11-23T17:29:44.575014+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,51.77,29.76,4.08,OK
2025-11-23T17:29:54.741937+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,46.66,27.91,3.56,OK
2025-11-23T17:29:54.903586+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,33.57,24.94,4.13,OK
2025-11-23T17:29:55.068732+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,50.92,22.41,3.73,OK
2025-11-23T17:29:55.232135+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,24.13,23.57,3.47,OK
2025-11-23T17:29:55.423256+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,24.58,23.73,3.26,OK
2025-11-23T17:29:55.613882+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,20.58,29.74,4.01,OK
2025-11-23T17:29:55.812933+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,26.55,24.42,3.33,OK
2025-11-23T17:29:56.016449+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,53.42,21.62,3.87,OK
2025-11-23T17:30:06.279956+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,48.44,25.64,4.09,OK
2025-11-23T17:30:06.443018+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,33.78,27.36,3.77,OK
2025-11-23T17:30:06.603976+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,52.07,26.83,3.34,OK
2025-11-23T17:30:06.766138+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,25.0,31.83,4.18,OK
2025-11-23T17:30:06.943713+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,25.94,29.06,4.05,OK
2025-11-23T17:30:07.120898+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,23.3,28.85,3.95,OK
2025-11-23T17:30:07.286847+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,28.66,32.49,3.25,OK
2025-11-23T17:30:07.461534+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,54.5,20.05,4.16,OK
2025-11-23T17:30:17.625700+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,50.05,20.89,4.19,OK
2025-11-23T17:30:17.793108+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,33.72,32.34,3.48,OK
2025-11-23T17:30:17.973363+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,52.37,34.67,3.42,OK
2025-11-23T17:30:18.137832+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,26.76,34.41,3.59,OK
2025-11-23T17:30:18.300352+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,27.77,30.28,3.76,OK
2025-11-23T17:30:18.462703+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,23.89,31.14,4.17,OK
2025-11-23T17:30:18.622839+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,30.16,22.93,3.85,OK
2025-11-23T17:30:18.783485+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,56.6,31.66,4.04,OK
2025-11-23T17:30:28.944419+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,51.14,24.82,4.16,OK
2025-11-23T17:30:29.121509+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,34.07,33.6,3.72,OK
2025-11-23T17:30:29.362637+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,52.98,27.75,3.79,OK
2025-11-23T17:30:29.579441+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,28.27,33.54,3.21,OK
2025-11-23T17:30:29.823799+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,29.86,22.26,4.03,OK
2025-11-23T17:30:30.089175+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,25.98,23.88,3.51,OK
2025-11-23T17:30:30.486219+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,32.04,30.19,3.67,OK
2025-11-23T17:30:30.674300+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,59.16,26.33,3.53,OK
2025-11-23T17:30:40.836617+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,52.54,29.26,3.42,OK
2025-11-23T17:30:41.010235+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,33.65,22.65,3.96,OK
2025-11-23T17:30:41.181454+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,9.28,34.89,3.98,OK
2025-11-23T17:30:41.357576+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,28.46,29.4,4.06,OK
2025-11-23T17:30:41.531514+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,30.35,22.81,4.07,OK
2025-11-23T17:30:41.706384+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,27.89,29.62,3.93,OK
2025-11-23T17:30:41.869403+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,33.79,22.4,3.8,OK
2025-11-23T17:30:42.044039+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,60.0,23.72,4.07,OK
2025-11-23T17:30:52.248886+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,55.47,25.69,4.01,OK
2025-11-23T17:30:52.408924+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,33.68,27.17,4.17,OK
2025-11-23T17:30:52.569349+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,11.72,22.25,3.65,OK
2025-11-23T17:30:52.742285+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,28.72,30.57,3.3,OK
2025-11-23T17:30:52.903107+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,32.04,23.43,3.38,OK
2025-11-23T17:30:53.063211+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,30.17,20.96,3.92,OK
2025-11-23T17:30:53.225227+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,34.19,25.23,3.74,OK
2025-11-23T17:30:53.385608+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,61.05,25.2,3.77,OK
2025-11-23T17:31:03.547057+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,56.88,30.08,3.57,OK
2025-11-23T17:31:03.751185+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,33.44,20.31,3.39,OK
2025-11-23T17:31:03.974160+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,14.13,21.09,3.38,OK
2025-11-23T17:31:04.435456+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,29.16,29.74,3.74,OK
2025-11-23T17:31:04.596250+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,33.66,21.4,3.6,OK
2025-11-23T17:31:04.771376+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,33.22,30.93,3.47,OK
2025-11-23T17:31:04.932216+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,35.59,25.1,4.03,OK
2025-11-23T17:31:05.093064+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,62.59,26.28,3.32,OK
2025-11-23T17:31:15.276831+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,58.72,25.48,3.29,OK
2025-11-23T17:31:15.438398+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,33.5,22.61,3.42,OK
2025-11-23T17:31:15.598798+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,14.62,29.61,4.05,OK
2025-11-23T17:31:15.783373+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,31.89,29.62,3.39,OK
2025-11-23T17:31:15.964464+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,33.99,24.0,4.08,OK
2025-11-23T17:31:16.158097+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,35.56,30.19,3.72,OK
2025-11-23T17:31:16.353031+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,36.95,30.13,3.43,OK
2025-11-23T17:31:16.807727+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,63.2,28.56,3.73,OK
2025-11-23T17:31:26.985930+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,60.14,25.17,3.21,OK
2025-11-23T17:31:27.157086+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,33.6,29.7,4.14,OK
2025-11-23T17:31:27.317741+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,16.43,26.01,3.36,OK
2025-11-23T17:31:27.499847+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,32.77,22.74,4.01,OK
2025-11-23T17:31:27.660812+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,35.63,23.08,4.12,OK
2025-11-23T17:31:27.844098+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,36.9,26.18,3.25,OK
2025-11-23T17:31:28.018439+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,38.81,23.1,4.0,OK
2025-11-23T17:31:28.194679+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,65.17,23.49,3.62,OK
2025-11-23T17:31:38.385759+00:00,SIM_Koramangala_01,Koramangala,12.933961,77.6245,61.37,29.16,3.7,OK
2025-11-23T17:31:38.546540+00:00,SIM_Indiranagar_02,Indiranagar,12.971924,77.636376,33.83,29.67,3.53,OK
2025-11-23T17:31:38.706698+00:00,SIM_Whitefield_03,Whitefield,12.970907,77.747486,18.2,26.4,3.63,OK
2025-11-23T17:31:38.879227+00:00,SIM_Jayanagar_04,Jayanagar,12.923563,77.59485,33.14,28.89,3.47,OK
2025-11-23T17:31:39.040448+00:00,SIM_Electronic_City_05,Electronic City,12.845571,77.659816,35.97,30.77,3.51,OK
2025-11-23T17:31:39.201209+00:00,SIM_HSR_Layout_06,HSR Layout,12.919944,77.623397,37.01,27.99,4.19,OK
2025-11-23T17:31:39.363924+00:00,SIM_Malleswaram_07,Malleswaram,13.006059,77.569303,40.16,22.24,3.5,OK
2025-11-23T17:31:39.527766+00:00,SIM_Banashankari_08,Banashankari,12.922211,77.542804,66.68,29.47,3.97,OK
