timestamp,device_id,area,level_percent,lat,lon,weight_kg
2025-11-23T17:29:20.984293+00:00,SIM_Jayanagar_04,Jayanagar,20.51,12.923563,77.59485,
2025-11-23T17:29:21.158909+00:00,SIM_Electronic_City_05,Electronic City,21.46,12.845571,77.659816,
2025-11-23T17:29:21.332742+00:00,SIM_HSR_Layout_06,HSR Layout,13.88,12.919944,77.623397,
2025-11-23T17:29:21.494441+00:00,SIM_Malleswaram_07,Malleswaram,22.15,13.006059,77.569303,
2025-11-23T17:29:21.656280+00:00,SIM_Banashankari_08,Banashankari,48.94,12.922211,77.542804,
2025-11-23T17:29:31.823047+00:00,SIM_Koramangala_01,Koramangala,44.19,12.933961,77.6245,
2025-11-23T17:29:31.986544+00:00,SIM_Indiranagar_02,Indiranagar,33.92,12.971924,77.636376,
2025-11-23T17:29:32.148781+00:00,SIM_Whitefield_03,Whitefield,46.57,12.970907,77.747486,
2025-11-23T17:29:32.310422+00:00,SIM_Jayanagar_04,Jayanagar,22.07,12.923563,77.59485,
2025-11-23T17:29:32.474932+00:00,SIM_Electronic_City_05,Electronic City,22.8,12.845571,77.659816,
2025-11-23T17:29:32.637516+00:00,SIM_HSR_Layout_06,HSR Layout,15.69,12.919944,77.623397,
2025-11-23T17:29:32.799583+00:00,SIM_Malleswaram_07,Malleswaram,22.66,13.006059,77.569303,
2025-11-23T17:29:32.983230+00:00,SIM_Banashankari_08,Banashankari,50.46,12.922211,77.542804,
2025-11-23T17:29:43.146679+00:00,SIM_Koramangala_01,Koramangala,45.78,12.933961,77.6245,
2025-11-23T17:29:43.333144+00:00,SIM_Indiranagar_02,Indiranagar,33.77,12.971924,77.636376,
2025-11-23T17:29:43.500362+00:00,SIM_Whitefield_03,Whitefield,48.65,12.970907,77.747486,
2025-11-23T17:29:43.923625+00:00,SIM_Jayanagar_04,Jayanagar,23.44,12.923563,77.59485,
2025-11-23T17:29:44.083874+00:00,SIM_Electronic_City_05,Electronic City,23.16,12.845571,77.659816,
2025-11-23T17:29:44.249148+00:00,SIM_HSR_Layout_06,HSR Layout,17.8,12.919944,77.623397,
2025-11-23T17:29:44.410365+00:00,SIM_Malleswaram_07,Malleswaram,23.83,13.006059,77.569303,
2025-11-23T17:29:44.575014+00:00,SIM_Banashankari_08,Banashankari,51.77,12.922211,77.542804,
2025-11-23T17:29:54.741937+00:00,SIM_Koramangala_01,Koramangala,46.66,12.933961,77.6245,
2025-11-23T17:29:54.903586+00:00,SIM_Indiranagar_02,Indiranagar,33.57,12.971924,77.636376,
2025-11-23T17:29:55.068732+00:00,SIM_Whitefield_03,Whitefield,50.92,12.970907,77.747486,
2025-11-23T17:29:55.232135+00:00,SIM_Jayanagar_04,Jayanagar,24.13,12.923563,77.59485,
2025-11-23T17:29:55.423256+00:00,SIM_Electronic_City_05,Electronic City,24.58,12.845571,77.659816,
2025-11-23T17:29:55.613882+00:00,SIM_HSR_Layout_06,HSR Layout,20.58,12.919944,77.623397,
2025-11-23T17:29:55.812933+00:00,SIM_Malleswaram_07,Malleswaram,26.55,13.006059,77.569303,
2025-11-23T17:29:56.016449+00:00,SIM_Banashankari_08,Banashankari,53.42,12.922211,77.542804,
2025-11-23T17:30:06.279956+00:00,SIM_Koramangala_01,Koramangala,48.44,12.933961,77.6245,
2025-11-23T17:30:06.443018+00:00,SIM_Indiranagar_02,Indiranagar,33.78,12.971924,77.636376,
2025-11-23T17:30:06.603976+00:00,SIM_Whitefield_03,Whitefield,52.07,12.970907,77.747486,
2025-11-23T17:30:06.766138+00:00,SIM_Jayanagar_04,Jayanagar,25.0,12.923563,77.59485,
2025-11-23T17:30:06.943713+00:00,SIM_Electronic_City_05,Electronic City,25.94,12.845571,77.659816,
2025-11-23T17:30:07.120898+00:00,SIM_HSR_Layout_06,HSR Layout,23.3,12.919944,77.623397,
2025-11-23T17:30:07.286847+00:00,SIM_Malleswaram_07,Malleswaram,28.66,13.006059,77.569303,
2025-11-23T17:30:07.461534+00:00,SIM_Banashankari_08,Banashankari,54.5,12.922211,77.542804,
2025-11-23T17:30:17.625700+00:00,SIM_Koramangala_01,Koramangala,50.05,12.933961,77.6245,
2025-11-23T17:30:17.793108+00:00,SIM_Indiranagar_02,Indiranagar,33.72,12.971924,77.636376,
2025-11-23T17:30:17.973363+00:00,SIM_Whitefield_03,Whitefield,52.37,12.970907,77.747486,
2025-11-23T17:30:18.137832+00:00,SIM_Jayanagar_04,Jayanagar,26.76,12.923563,77.59485,
2025-11-23T17:30:18.300352+00:00,SIM_Electronic_City_05,Electronic City,27.77,12.845571,77.659816,
2025-11-23T17:30:18.462703+00:00,SIM_HSR_Layout_06,HSR Layout,23.89,12.919944,77.623397,
2025-11-23T17:30:18.622839+00:00,SIM_Malleswaram_07,Malleswaram,30.16,13.006059,77.569303,
2025-11-23T17:30:18.783485+00:00,SIM_Banashankari_08,Banashankari,56.6,12.922211,77.542804,
2025-11-23T17:30:28.944419+00:00,SIM_Koramangala_01,Koramangala,51.14,12.933961,77.6245,
2025-11-23T17:30:29.121509+00:00,SIM_Indiranagar_02,Indiranagar,34.07,12.971924,77.636376,
2025-11-23T17:30:29.362637+00:00,SIM_Whitefield_03,Whitefield,52.98,12.970907,77.747486,
2025-11-23T17:30:29.579441+00:00,SIM_Jayanagar_04,Jayanagar,28.27,12.923563,77.59485,
2025-11-23T17:30:29.823799+00:00,SIM_Electronic_City_05,Electronic City,29.86,12.845571,77.659816,
2025-11-23T17:30:30.089175+00:00,SIM_HSR_Layout_06,HSR Layout,25.98,12.919944,77.623397,
2025-11-23T17:30:30.486219+00:00,SIM_Malleswaram_07,Malleswaram,32.04,13.006059,77.569303,
2025-11-23T17:30:30.674300+00:00,SIM_Banashankari_08,Banashankari,59.16,12.922211,77.542804,
2025-11-23T17:30:40.836617+00:00,SIM_Koramangala_01,Koramangala,52.54,12.933961,77.6245,
2025-11-23T17:30:41.010235+00:00,SIM_Indiranagar_02,Indiranagar,33.65,12.971924,77.636376,
2025-11-23T17:30:41.181454+00:00,SIM_Whitefield_03,Whitefield,9.28,12.970907,77.747486,
2025-11-23T17:30:41.357576+00:00,SIM_Jayanagar_04,Jayanagar,28.46,12.923563,77.59485,
2025-11-23T17:30:41.531514+00:00,SIM_Electronic_City_05,Electronic City,30.35,12.845571,77.659816,
2025-11-23T17:30:41.706384+00:00,SIM_HSR_Layout_06,HSR Layout,27.89,12.919944,77.623397,
2025-11-23T17:30:41.869403+00:00,SIM_Malleswaram_07,Malleswaram,33.79,13.006059,77.569303,
2025-11-23T17:30:42.044039+00:00,SIM_Banashankari_08,Banashankari,60.0,12.922211,77.542804,
2025-11-23T17:30:52.248886+00:00,SIM_Koramangala_01,Koramangala,55.47,12.933961,77.6245,
2025-11-23T17:30:52.408924+00:00,SIM_Indiranagar_02,Indiranagar,33.68,12.971924,77.636376,
2025-11-23T17:30:52.569349+00:00,SIM_Whitefield_03,Whitefield,11.72,12.970907,77.747486,
2025-11-23T17:30:52.742285+00:00,SIM_Jayanagar_04,Jayanagar,28.72,12.923563,77.59485,
2025-11-23T17:30:52.903107+00:00,SIM_Electronic_City_05,Electronic City,32.04,12.845571,77.659816,
2025-11-23T17:30:53.063211+00:00,SIM_HSR_Layout_06,HSR Layout,30.17,12.919944,77.623397,
2025-11-23T17:30:53.225227+00:00,SIM_Malleswaram_07,Malleswaram,34.19,13.006059,77.569303,
2025-11-23T17:30:53.385608+00:00,SIM_Banashankari_08,Banashankari,61.05,12.922211,77.542804,
2025-11-23T17:31:03.547057+00:00,SIM_Koramangala_01,Koramangala,56.88,12.933961,77.6245,
2025-11-23T17:31:03.751185+00:00,SIM_Indiranagar_02,Indiranagar,33.44,12.971924,77.636376,
2025-11-23T17:31:03.974160+00:00,SIM_Whitefield_03,Whitefield,14.13,12.970907,77.747486,
2025-11-23T17:31:04.435456+00:00,SIM_Jayanagar_04,Jayanagar,29.16,12.923563,77.59485,
2025-11-23T17:31:04.596250+00:00,SIM_Electronic_City_05,Electronic City,33.66,12.845571,77.659816,
2025-11-23T17:31:04.771376+00:00,SIM_HSR_Layout_06,HSR Layout,33.22,12.919944,77.623397,
2025-11-23T17:31:04.932216+00:00,SIM_Malleswaram_07,Malleswaram,35.59,13.006059,77.569303,
2025-11-23T17:31:05.093064+00:00,SIM_Banashankari_08,Banashankari,62.59,12.922211,77.542804,
2025-11-23T17:31:15.276831+00:00,SIM_Koramangala_01,Koramangala,58.72,12.933961,77.6245,
2025-11-23T17:31:15.438398+00:00,SIM_Indiranagar_02,Indiranagar,33.5,12.971924,77.636376,
2025-11-23T17:31:15.598798+00:00,SIM_Whitefield_03,Whitefield,14.62,12.970907,77.747486,
2025-11-23T17:31:15.783373+00:00,SIM_Jayanagar_04,Jayanagar,31.89,12.923563,77.59485,
2025-11-23T17:31:15.964464+00:00,SIM_Electronic_City_05,Electronic City,33.99,12.845571,77.659816,
2025-11-23T17:31:16.158097+00:00,SIM_HSR_Layout_06,HSR Layout,35.56,12.919944,77.623397,
2025-11-23T17:31:16.353031+00:00,SIM_Malleswaram_07,Malleswaram,36.95,13.006059,77.569303,
2025-11-23T17:31:16.807727+00:00,SIM_Banashankari_08,Banashankari,63.2,12.922211,77.542804,
2025-11-23T17:31:26.985930+00:00,SIM_Koramangala_01,Koramangala,60.14,12.933961,77.6245,
2025-11-23T17:31:27.157086+00:00,SIM_Indiranagar_02,Indiranagar,33.6,12.971924,77.636376,
2025-11-23T17:31:27.317741+00:00,SIM_Whitefield_03,Whitefield,16.43,12.970907,77.747486,
2025-11-23T17:31:27.499847+00:00,SIM_Jayanagar_04,Jayanagar,32.77,12.923563,77.59485,
2025-11-23T17:31:27.660812+00:00,SIM_Electronic_City_05,Electronic City,35.63,12.845571,77.659816,
2025-11-23T17:31:27.844098+00:00,SIM_HSR_Layout_06,HSR Layout,36.9,12.919944,77.623397,
2025-11-23T17:31:28.018439+00:00,SIM_Malleswaram_07,Malleswaram,38.81,13.006059,77.569303,
2025-11-23T17:31:28.194679+00:00,SIM_Banashankari_08,Banashankari,65.17,12.922211,77.542804,
2025-11-23T17:31:38.385759+00:00,SIM_Koramangala_01,Koramangala,61.37,12.933961,77.6245,
2025-11-23T17:31:38.546540+00:00,SIM_Indiranagar_02,Indiranagar,33.83,12.971924,77.636376,
2025-11-23T17:31:38.706698+00:00,SIM_Whitefield_03,Whitefield,18.2,12.970907,77.747486,
2025-11-23T17:31:38.879227+00:00,SIM_Jayanagar_04,Jayanagar,33.14,12.923563,77.59485,
2025-11-23T17:31:39.040448+00:00,SIM_Electronic_City_05,Electronic City,35.97,12.845571,77.659816,
2025-11-23T17:31:39.201209+00:00,SIM_HSR_Layout_06,HSR Layout,37.01,12.919944,77.623397,
2025-11-23T17:31:39.363924+00:00,SIM_Malleswaram_07,Malleswaram,40.16,13.006059,77.569303,
2025-11-23T17:31:39.527766+00:00,SIM_Banashankari_08,Banashankari,66.68,12.922211,77.542804,
2025-11-23T17:31:49.704217+00:00,SIM_Koramangala_01,Koramangala,62.43,12.933961,77.6245,
2025-11-23T17:31:49.865617+00:00,SIM_Indiranagar_02,Indiranagar,34.09,12.971924,77.636376,
2025-11-23T17:31:50.029360+00:00,SIM_Whitefield_03,Whitefield,18.73,12.970907,77.747486,
2025-11-23T17:31:50.189824+00:00,SIM_Jayanagar_04,Jayanagar,36.13,12.923563,77.59485,
2025-11-23T17:31:50.349979+00:00,SIM_Electronic_City_05,Electronic City,37.39,12.845571,77.659816,
2025-11-23T17:31:50.510818+00:00,SIM_HSR_Layout_06,HSR Layout,38.28,12.919944,77.623397,
2025-11-23T17:31:50.671469+00:00,SIM_Malleswaram_07,Malleswaram,41.7,13.006059,77.569303,
2025-11-23T17:31:50.831826+00:00,SIM_Banashankari_08,Banashankari,67.51,12.922211,77.542804,
2025-11-23T17:32:01.003891+00:00,SIM_Koramangala_01,Koramangala,64.49,12.933961,77.6245,
2025-11-23T17:32:01.195796+00:00,SIM_Indiranagar_02,Indiranagar,33.7,12.971924,77.636376,
2025-11-23T17:32:01.381652+00:00,SIM_Whitefield_03,Whitefield,19.43,12.970907,77.747486,
2025-11-23T17:32:01.586854+00:00,SIM_Jayanagar_04,Jayanagar,37.98,12.923563,77.59485,
2025-11-23T17:32:02.019558+00:00,SIM_Electronic_City_05,Electronic City,39.12,12.845571,77.659816,
2025-11-23T17:32:02.221123+00:00,SIM_HSR_Layout_06,HSR Layout,40.77,12.919944,77.623397,
2025-11-23T17:32:02.381816+00:00,SIM_Malleswaram_07,Malleswaram,41.7,13.006059,77.569303,
2025-11-23T17:32:02.542542+00:00,SIM_Banashankari_08,Banashankari,68.29,12.922211,77.542804,
2025-11-23T17:32:12.702835+00:00,SIM_Koramangala_01,Koramangala,66.67,12.933961,77.6245,
2025-11-23T17:32:12.878933+00:00,SIM_Indiranagar_02,Indiranagar,33.17,12.971924,77.636376,
2025-11-23T17:32:13.040070+00:00,SIM_Whitefield_03,Whitefield,19.62,12.970907,77.747486,
2025-11-23T17:32:13.200134+00:00,SIM_Jayanagar_04,Jayanagar,38.8,12.923563,77.59485,
2025-11-23T17:32:13.359792+00:00,SIM_Electronic_City_05,Electronic City,39.93,12.845571,77.659816,
2025-11-23T17:32:13.520679+00:00,SIM_HSR_Layout_06,HSR Layout,41.61,12.919944,77.623397,
2025-11-23T17:32:13.713163+00:00,SIM_Malleswaram_07,Malleswaram,43.02,13.006059,77.569303,
2025-11-23T17:32:13.904745+00:00,SIM_Banashankari_08,Banashankari,68.58,12.922211,77.542804,
2025-11-23T17:32:24.106495+00:00,SIM_Koramangala_01,Koramangala,68.24,12.933961,77.6245,
2025-11-23T17:32:24.289851+00:00,SIM_Indiranagar_02,Indiranagar,32.85,12.971924,77.636376,
2025-11-23T17:32:24.462610+00:00,SIM_Whitefield_03,Whitefield,20.8,12.970907,77.747486,
2025-11-23T17:32:24.623439+00:00,SIM_Jayanagar_04,Jayanagar,39.44,12.923563,77.59485,
2025-11-23T17:32:24.796432+00:00,SIM_Electronic_City_05,Electronic City,41.41,12.845571,77.659816,
2025-11-23T17:32:24.969857+00:00,SIM_HSR_Layout_06,HSR Layout,43.37,12.919944,77.623397,
2025-11-23T17:32:25.144662+00:00,SIM_Malleswaram_07,Malleswaram,44.79,13.006059,77.569303,
2025-11-23T17:32:25.307472+00:00,SIM_Banashankari_08,Banashankari,69.8,12.922211,77.542804,
2025-11-23T17:32:35.467634+00:00,SIM_Koramangala_01,Koramangala,69.05,12.933961,77.6245,
2025-11-23T17:32:35.674970+00:00,SIM_Indiranagar_02,Indiranagar,32.6,12.971924,77.636376,
2025-11-23T17:32:35.835458+00:00,SIM_Whitefield_03,Whitefield,22.93,12.970907,77.747486,
2025-11-23T17:32:35.996427+00:00,SIM_Jayanagar_04,Jayanagar,40.43,12.923563,77.59485,
2025-11-23T17:32:36.157511+00:00,SIM_Electronic_City_05,Electronic City,43.98,12.845571,77.659816,
2025-11-23T17:32:36.340856+00:00,SIM_HSR_Layout_06,HSR Layout,45.96,12.919944,77.623397,
2025-11-23T17:32:36.540655+00:00,SIM_Malleswaram_07,Malleswaram,45.82,13.006059,77.569303,
2025-11-23T17:32:36.702908+00:00,SIM_Banashankari_08,Banashankari,69.97,12.922211,77.542804,
2025-11-23T17:32:46.876394+00:00,SIM_Koramangala_01,Koramangala,71.33,12.933961,77.6245,
